Basin,Region,Site,Reference,Indicator,LongLat,Latitude,Longitude,RSL,RSL_er_max,RSL_er_min,Age,Age_2_er_max,Age_2_er_min,Age_er_max,Age_er_min,Age_er_average,RSL_er_average,site,data_type_id,SiteName,RSL_offset,Age_epoch_id,RSL_old,min_TG_Age,max_Age_proxy,Age_diff,No_TG,data_lm_slope,data_lm_slope_err,ICE6_GIA_slope,ICE5_GIA_slope,GIA_slope,sd_GIA_slope,SL
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.6_-81.7,30.6,-81.7,-0.69,0.07,0.07,0.576,57,74,0.0285,0.037,0.03275,0.07,01,ProxyData,"Nassau,
 Florida",NA,NA,NA,1.898,2.002,0.10399999999999987,FALSE,0.42,8.063192508779487e-68,0.3241365849971771,0.2785170078277588,0.4067999721,0.31096944215,-0.1107168397296
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.6_-81.7,30.6,-81.7,-0.71,0.07,0.07,0.52,74,75,0.037,0.0375,0.03725,0.07,01,ProxyData,"Nassau,
 Florida",NA,NA,NA,1.898,2.002,0.10399999999999987,FALSE,0.42,8.063192508779487e-68,0.3241365849971771,0.2785170078277588,0.4067999721,0.31096944215,-0.10793604129199996
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.6_-81.7,30.6,-81.7,-0.73,0.07,0.07,0.463,79,63,0.0395,0.0315,0.0355,0.07,01,ProxyData,"Nassau,
 Florida",NA,NA,NA,1.898,2.002,0.10399999999999987,FALSE,0.42,8.063192508779487e-68,0.3241365849971771,0.2785170078277588,0.4067999721,0.31096944215,-0.10474844288230001
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.6_-81.7,30.6,-81.7,-0.75,0.07,0.07,0.402,64,58,0.032,0.029,0.0305,0.07,01,ProxyData,"Nassau,
 Florida",NA,NA,NA,1.898,2.002,0.10399999999999987,FALSE,0.42,8.063192508779487e-68,0.3241365849971771,0.2785170078277588,0.4067999721,0.31096944215,-0.09993364458420007
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.6_-81.7,30.6,-81.7,-0.77,0.07,0.07,0.351,57,72,0.0285,0.036,0.03225,0.07,01,ProxyData,"Nassau,
 Florida",NA,NA,NA,1.898,2.002,0.10399999999999987,FALSE,0.42,8.063192508779487e-68,0.3241365849971771,0.2785170078277588,0.4067999721,0.31096944215,-0.09918684600709993
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.6_-81.7,30.6,-81.7,-0.79,0.07,0.07,0.306,69,79,0.0345,0.0395,0.037,0.07,01,ProxyData,"Nassau,
 Florida",NA,NA,NA,1.898,2.002,0.10399999999999987,FALSE,0.42,8.063192508779487e-68,0.3241365849971771,0.2785170078277588,0.4067999721,0.31096944215,-0.10088084726260005
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.6_-81.7,30.6,-81.7,-0.81,0.07,0.07,0.261,73,78,0.0365,0.039,0.03775,0.07,01,ProxyData,"Nassau,
 Florida",NA,NA,NA,1.898,2.002,0.10399999999999987,FALSE,0.42,8.063192508779487e-68,0.3241365849971771,0.2785170078277588,0.4067999721,0.31096944215,-0.10257484851810006
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.6_-81.7,30.6,-81.7,-0.83,0.07,0.07,0.218,67,72,0.0335,0.036,0.03475,0.07,01,ProxyData,"Nassau,
 Florida",NA,NA,NA,1.898,2.002,0.10399999999999987,FALSE,0.42,8.063192508779487e-68,0.3241365849971771,0.2785170078277588,0.4067999721,0.31096944215,-0.1050824497177999
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.6_-81.7,30.6,-81.7,-0.84,0.07,0.07,0.159,68,79,0.034,0.0395,0.03675,0.07,01,ProxyData,"Nassau,
 Florida",NA,NA,NA,1.898,2.002,0.10399999999999987,FALSE,0.42,8.063192508779487e-68,0.3241365849971771,0.2785170078277588,0.4067999721,0.31096944215,-0.0910812513639
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.6_-81.7,30.6,-81.7,-0.85,0.07,0.07,0.137,75,87,0.0375,0.0435,0.0405,0.07,01,ProxyData,"Nassau,
 Florida",NA,NA,NA,1.898,2.002,0.10399999999999987,FALSE,0.42,8.063192508779487e-68,0.3241365849971771,0.2785170078277588,0.4067999721,0.31096944215,-0.0921316519776999
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.6_-81.7,30.6,-81.7,-0.87,0.07,0.07,0.114,82,91,0.041,0.0455,0.04325,0.07,01,ProxyData,"Nassau,
 Florida",NA,NA,NA,1.898,2.002,0.10399999999999987,FALSE,0.42,8.063192508779487e-68,0.3241365849971771,0.2785170078277588,0.4067999721,0.31096944215,-0.10277525261940001
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.6_-81.7,30.6,-81.7,-0.89,0.07,0.07,0.07,95,99,0.0475,0.0495,0.0485,0.07,01,ProxyData,"Nassau,
 Florida",NA,NA,NA,1.898,2.002,0.10399999999999987,FALSE,0.42,8.063192508779487e-68,0.3241365849971771,0.2785170078277588,0.4067999721,0.31096944215,-0.10487605384700005
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.6_-81.7,30.6,-81.7,-0.91,0.07,0.07,0.024,101,102,0.0505,0.051,0.05075,0.07,01,ProxyData,"Nassau,
 Florida",NA,NA,NA,1.898,2.002,0.10399999999999987,FALSE,0.42,8.063192508779487e-68,0.3241365849971771,0.2785170078277588,0.4067999721,0.31096944215,-0.10616325513040004
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.6_-81.7,30.6,-81.7,-0.93,0.07,0.07,-0.02,103,102,0.0515,0.051,0.05125,0.07,01,ProxyData,"Nassau,
 Florida",NA,NA,NA,1.898,2.002,0.10399999999999987,FALSE,0.42,8.063192508779487e-68,0.3241365849971771,0.2785170078277588,0.4067999721,0.31096944215,-0.10826405635799996
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.6_-81.7,30.6,-81.7,-0.95,0.07,0.07,-0.065,104,101,0.052,0.0505,0.05125,0.07,01,ProxyData,"Nassau,
 Florida",NA,NA,NA,1.898,2.002,0.10399999999999987,FALSE,0.42,8.063192508779487e-68,0.3241365849971771,0.2785170078277588,0.4067999721,0.31096944215,-0.10995805761349997
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.6_-81.7,30.6,-81.7,-0.97,0.07,0.07,-0.109,99,98,0.0495,0.049,0.04925,0.07,01,ProxyData,"Nassau,
 Florida",NA,NA,NA,1.898,2.002,0.10399999999999987,FALSE,0.42,8.063192508779487e-68,0.3241365849971771,0.2785170078277588,0.4067999721,0.31096944215,-0.1120588588410999
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.6_-81.7,30.6,-81.7,-0.99,0.07,0.07,-0.154,90,92,0.045,0.046,0.0455,0.07,01,ProxyData,"Nassau,
 Florida",NA,NA,NA,1.898,2.002,0.10399999999999987,FALSE,0.42,8.063192508779487e-68,0.3241365849971771,0.2785170078277588,0.4067999721,0.31096944215,-0.11375286009660002
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.6_-81.7,30.6,-81.7,-1.01,0.07,0.07,-0.198,77,91,0.0385,0.0455,0.042,0.07,01,ProxyData,"Nassau,
 Florida",NA,NA,NA,1.898,2.002,0.10399999999999987,FALSE,0.42,8.063192508779487e-68,0.3241365849971771,0.2785170078277588,0.4067999721,0.31096944215,-0.11585366132419994
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.6_-81.7,30.6,-81.7,-1.03,0.07,0.07,-0.245,54,109,0.027,0.0545,0.04075,0.07,01,ProxyData,"Nassau,
 Florida",NA,NA,NA,1.898,2.002,0.10399999999999987,FALSE,0.42,8.063192508779487e-68,0.3241365849971771,0.2785170078277588,0.4067999721,0.31096944215,-0.1167340626354999
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.6_-81.7,30.6,-81.7,-1.05,0.07,0.07,-0.284,55,113,0.0275,0.0565,0.042,0.07,01,ProxyData,"Nassau,
 Florida",NA,NA,NA,1.898,2.002,0.10399999999999987,FALSE,0.42,8.063192508779487e-68,0.3241365849971771,0.2785170078277588,0.4067999721,0.31096944215,-0.12086886372360006
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.6_-81.7,30.6,-81.7,-1.07,0.07,0.07,-0.316,63,118,0.0315,0.059,0.04525,0.07,01,ProxyData,"Nassau,
 Florida",NA,NA,NA,1.898,2.002,0.10399999999999987,FALSE,0.42,8.063192508779487e-68,0.3241365849971771,0.2785170078277588,0.4067999721,0.31096944215,-0.12785126461640006
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.6_-81.7,30.6,-81.7,-1.09,0.07,0.07,-0.349,69,131,0.0345,0.0655,0.05,0.07,01,ProxyData,"Nassau,
 Florida",NA,NA,NA,1.898,2.002,0.10399999999999987,FALSE,0.42,8.063192508779487e-68,0.3241365849971771,0.2785170078277588,0.4067999721,0.31096944215,-0.13442686553709993
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.6_-81.7,30.6,-81.7,-1.11,0.07,0.07,-0.38,73,145,0.0365,0.0725,0.0545,0.07,01,ProxyData,"Nassau,
 Florida",NA,NA,NA,1.898,2.002,0.10399999999999987,FALSE,0.42,8.063192508779487e-68,0.3241365849971771,0.2785170078277588,0.4067999721,0.31096944215,-0.14181606640200006
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.6_-81.7,30.6,-81.7,-1.13,0.07,0.07,-0.413,75,161,0.0375,0.0805,0.059,0.07,01,ProxyData,"Nassau,
 Florida",NA,NA,NA,1.898,2.002,0.10399999999999987,FALSE,0.42,8.063192508779487e-68,0.3241365849971771,0.2785170078277588,0.4067999721,0.31096944215,-0.14839166732269993
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.6_-81.7,30.6,-81.7,-1.15,0.07,0.07,-0.445,76,175,0.038,0.0875,0.06275,0.07,01,ProxyData,"Nassau,
 Florida",NA,NA,NA,1.898,2.002,0.10399999999999987,FALSE,0.42,8.063192508779487e-68,0.3241365849971771,0.2785170078277588,0.4067999721,0.31096944215,-0.15537406821549993
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.6_-81.7,30.6,-81.7,-1.17,0.07,0.07,-0.477,76,191,0.038,0.0955,0.06675,0.07,01,ProxyData,"Nassau,
 Florida",NA,NA,NA,1.898,2.002,0.10399999999999987,FALSE,0.42,8.063192508779487e-68,0.3241365849971771,0.2785170078277588,0.4067999721,0.31096944215,-0.16235646910829993
North Atlantic,Florida,Nassau,Kemp et al. (2014),foramininifera and plants,30.6_-81.7,30.6,-81.7,-1.18,0.07,0.07,-0.499,81,201,0.0405,0.1005,0.0705,0.07,01,ProxyData,"Nassau,
 Florida",NA,NA,NA,1.898,2.002,0.10399999999999987,FALSE,0.42,8.063192508779487e-68,0.3241365849971771,0.2785170078277588,0.4067999721,0.31096944215,-0.16340686972209983
North Atlantic,Massachusetts,Revere,Donnelly (2006),plants,42.4_-71,42.4,-71,-1.83,0.06,0.06,-0.648,149,149,0.0745,0.0745,0.0745,0.06,01,ProxyData,"Revere,
 Massachusetts",NA,NA,NA,1.921,1.584,0.33699999999999997,TRUE,0.58,0.01614880747484829,0.4072033762931824,0.39556336402893066,-0.7834999561,0.84302145245,-3.9047078837528
North Atlantic,Massachusetts,Revere,Donnelly (2006),plants,42.4_-71,42.4,-71,-1.29,0.07,0.07,0.137,90,90,0.045,0.045,0.045,0.07,01,ProxyData,"Revere,
 Massachusetts",NA,NA,NA,1.921,1.584,0.33699999999999997,TRUE,0.58,0.01614880747484829,0.4072033762931824,0.39556336402893066,-0.7834999561,0.84302145245,-2.7496604182143
North Atlantic,Massachusetts,Revere,Donnelly (2006),plants,42.4_-71,42.4,-71,-0.69,0.06,0.06,0.988,53,53,0.0265,0.0265,0.0265,0.06,01,ProxyData,"Revere,
 Massachusetts",NA,NA,NA,1.921,1.584,0.33699999999999997,TRUE,0.58,0.01614880747484829,0.4072033762931824,0.39556336402893066,-0.7834999561,0.84302145245,-1.4829019555732
North Atlantic,Massachusetts,Revere,Donnelly (2006),plants,42.4_-71,42.4,-71,-0.58,0.07,0.07,1.584,98,98,0.049,0.049,0.049,0.07,01,ProxyData,"Revere,
 Massachusetts",NA,NA,NA,1.921,1.584,0.33699999999999997,TRUE,0.58,0.01614880747484829,0.4072033762931824,0.39556336402893066,-0.7834999561,0.84302145245,-0.9059359817375999
North Atlantic,Massachusetts,Wood Island,Kemp et al. (2011),plants,42.2_-70.8,42.2,-70.8,-1.12,0.06,0.06,0.463,78,78,0.039,0.039,0.039,0.06,01,ProxyData,"Wood Island,
 Massachusetts",NA,NA,NA,1.921,1.963,0.04200000000000004,FALSE,0.52,6.548980296230744e-8,0.4072033762931824,0.39556336402893066,-0.4977499843,0.75048184395,-1.8850417258691001
North Atlantic,Massachusetts,Wood Island,Kemp et al. (2011),plants,42.2_-70.8,42.2,-70.8,-1.02,0.06,0.06,0.507,74,74,0.037,0.037,0.037,0.06,01,ProxyData,"Wood Island,
 Massachusetts",NA,NA,NA,1.921,1.963,0.04200000000000004,FALSE,0.52,6.548980296230744e-8,0.4072033762931824,0.39556336402893066,-0.4977499843,0.75048184395,-1.7631407265599
North Atlantic,Massachusetts,Wood Island,Kemp et al. (2011),plants,42.2_-70.8,42.2,-70.8,-0.98,0.06,0.06,0.619,40,40,0.02,0.02,0.02,0.06,01,ProxyData,"Wood Island,
 Massachusetts",NA,NA,NA,1.921,1.963,0.04200000000000004,FALSE,0.52,6.548980296230744e-8,0.4072033762931824,0.39556336402893066,-0.4977499843,0.75048184395,-1.6673927283182999
North Atlantic,Massachusetts,Wood Island,Kemp et al. (2011),plants,42.2_-70.8,42.2,-70.8,-0.93,0.06,0.06,0.671,61,61,0.0305,0.0305,0.0305,0.06,01,ProxyData,"Wood Island,
 Massachusetts",NA,NA,NA,1.921,1.963,0.04200000000000004,FALSE,0.52,6.548980296230744e-8,0.4072033762931824,0.39556336402893066,-0.4977499843,0.75048184395,-1.5915097291347
North Atlantic,Massachusetts,Wood Island,Kemp et al. (2011),plants,42.2_-70.8,42.2,-70.8,-0.74,0.06,0.06,0.707,96,96,0.048,0.048,0.048,0.06,01,ProxyData,"Wood Island,
 Massachusetts",NA,NA,NA,1.921,1.963,0.04200000000000004,FALSE,0.52,6.548980296230744e-8,0.4072033762931824,0.39556336402893066,-0.4977499843,0.75048184395,-1.3835907296999
North Atlantic,Massachusetts,Wood Island,Kemp et al. (2011),plants,42.2_-70.8,42.2,-70.8,-0.84,0.06,0.06,0.728,101,101,0.0505,0.0505,0.0505,0.06,01,ProxyData,"Wood Island,
 Massachusetts",NA,NA,NA,1.921,1.963,0.04200000000000004,FALSE,0.52,6.548980296230744e-8,0.4072033762931824,0.39556336402893066,-0.4977499843,0.75048184395,-1.4731379800296
North Atlantic,Massachusetts,Wood Island,Kemp et al. (2011),plants,42.2_-70.8,42.2,-70.8,-0.63,0.06,0.06,0.932,100,100,0.05,0.05,0.05,0.06,01,ProxyData,"Wood Island,
 Massachusetts",NA,NA,NA,1.921,1.963,0.04200000000000004,FALSE,0.52,6.548980296230744e-8,0.4072033762931824,0.39556336402893066,-0.4977499843,0.75048184395,-1.1615969832324
North Atlantic,Massachusetts,Wood Island,Kemp et al. (2011),plants,42.2_-70.8,42.2,-70.8,-0.64,0.06,0.06,0.941,54,54,0.027,0.027,0.027,0.06,01,ProxyData,"Wood Island,
 Massachusetts",NA,NA,NA,1.921,1.963,0.04200000000000004,FALSE,0.52,6.548980296230744e-8,0.4072033762931824,0.39556336402893066,-0.4977499843,0.75048184395,-1.1671172333737
North Atlantic,Massachusetts,Wood Island,Kemp et al. (2011),plants,42.2_-70.8,42.2,-70.8,-0.59,0.06,0.06,0.997,68,68,0.034,0.034,0.034,0.06,01,ProxyData,"Wood Island,
 Massachusetts",NA,NA,NA,1.921,1.963,0.04200000000000004,FALSE,0.52,6.548980296230744e-8,0.4072033762931824,0.39556336402893066,-0.4977499843,0.75048184395,-1.0892432342529
North Atlantic,Massachusetts,Wood Island,Kemp et al. (2011),plants,42.2_-70.8,42.2,-70.8,-0.52,0.06,0.06,1.415,60,60,0.03,0.03,0.03,0.06,01,ProxyData,"Wood Island,
 Massachusetts",NA,NA,NA,1.921,1.963,0.04200000000000004,FALSE,0.52,6.548980296230744e-8,0.4072033762931824,0.39556336402893066,-0.4977499843,0.75048184395,-0.8111837408155
North Atlantic,Massachusetts,Wood Island,Kemp et al. (2011),plants,42.2_-70.8,42.2,-70.8,-0.49,0.06,0.06,1.486,91,91,0.0455,0.0455,0.0455,0.06,01,ProxyData,"Wood Island,
 Massachusetts",NA,NA,NA,1.921,1.963,0.04200000000000004,FALSE,0.52,6.548980296230744e-8,0.4072033762931824,0.39556336402893066,-0.4977499843,0.75048184395,-0.7458434919301999
North Atlantic,Massachusetts,Wood Island,Kemp et al. (2011),plants,42.2_-70.8,42.2,-70.8,-0.49,0.06,0.06,1.487,95,95,0.0475,0.0475,0.0475,0.06,01,ProxyData,"Wood Island,
 Massachusetts",NA,NA,NA,1.921,1.963,0.04200000000000004,FALSE,0.52,6.548980296230744e-8,0.4072033762931824,0.39556336402893066,-0.4977499843,0.75048184395,-0.7453457419459
North Atlantic,Massachusetts,Wood Island,Kemp et al. (2011),plants,42.2_-70.8,42.2,-70.8,-0.42,0.06,0.06,1.6,90,90,0.045,0.045,0.045,0.06,01,ProxyData,"Wood Island,
 Massachusetts",NA,NA,NA,1.921,1.963,0.04200000000000004,FALSE,0.52,6.548980296230744e-8,0.4072033762931824,0.39556336402893066,-0.4977499843,0.75048184395,-0.6190999937199999
North Atlantic,Massachusetts,Wood Island,Kemp et al. (2011),plants,42.2_-70.8,42.2,-70.8,-0.39,0.06,0.06,1.669,25,25,0.0125,0.0125,0.0125,0.06,01,ProxyData,"Wood Island,
 Massachusetts",NA,NA,NA,1.921,1.963,0.04200000000000004,FALSE,0.52,6.548980296230744e-8,0.4072033762931824,0.39556336402893066,-0.4977499843,0.75048184395,-0.5547552448033
North Atlantic,Massachusetts,Wood Island,Kemp et al. (2011),plants,42.2_-70.8,42.2,-70.8,-0.35,0.06,0.06,1.7,50,50,0.025,0.025,0.025,0.06,01,ProxyData,"Wood Island,
 Massachusetts",NA,NA,NA,1.921,1.963,0.04200000000000004,FALSE,0.52,6.548980296230744e-8,0.4072033762931824,0.39556336402893066,-0.4977499843,0.75048184395,-0.49932499528999996
North Atlantic,Massachusetts,Wood Island,Kemp et al. (2011),plants,42.2_-70.8,42.2,-70.8,-0.19,0.06,0.06,1.875,25,25,0.0125,0.0125,0.0125,0.06,01,ProxyData,"Wood Island,
 Massachusetts",NA,NA,NA,1.921,1.963,0.04200000000000004,FALSE,0.52,6.548980296230744e-8,0.4072033762931824,0.39556336402893066,-0.4977499843,0.75048184395,-0.2522187480375
North Atlantic,Massachusetts,Wood Island,Kemp et al. (2011),plants,42.2_-70.8,42.2,-70.8,-0.05,0.06,0.06,1.93,10,10,0.005,0.005,0.005,0.06,01,ProxyData,"Wood Island,
 Massachusetts",NA,NA,NA,1.921,1.963,0.04200000000000004,FALSE,0.52,6.548980296230744e-8,0.4072033762931824,0.39556336402893066,-0.4977499843,0.75048184395,-0.08484249890100004
North Atlantic,Massachusetts,Wood Island,Kemp et al. (2011),plants,42.2_-70.8,42.2,-70.8,-0.02,0.06,0.06,1.963,1,1,5e-4,5e-4,5e-4,0.06,01,ProxyData,"Wood Island,
 Massachusetts",NA,NA,NA,1.921,1.963,0.04200000000000004,FALSE,0.52,6.548980296230744e-8,0.4072033762931824,0.39556336402893066,-0.4977499843,0.75048184395,-0.03841674941909996
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.9_-75.7,35.9,-75.7,-0.15,0.08,0.08,2.005,1,7,5e-4,0.0035,0.002,0.08,01,ProxyData,"Sand Point,
 North Carolina",NA,NA,NA,1.995,2.005,0.009999999999999787,FALSE,0.99,3.568731776240249e-115,0.9118765592575073,0.688460111618042,0.6789705157,0.1670539826,-0.1533948525784999
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.9_-75.7,35.9,-75.7,-0.17,0.08,0.08,1.993,4,3,0.002,0.0015,0.00175,0.08,01,ProxyData,"Sand Point,
 North Carolina",NA,NA,NA,1.995,2.005,0.009999999999999787,FALSE,0.99,3.568731776240249e-115,0.9118765592575073,0.688460111618042,0.6789705157,0.1670539826,-0.16524720639010007
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.9_-75.7,35.9,-75.7,-0.19,0.08,0.08,1.99,2,2,0.001,0.001,0.001,0.08,01,ProxyData,"Sand Point,
 North Carolina",NA,NA,NA,1.995,2.005,0.009999999999999787,FALSE,0.99,3.568731776240249e-115,0.9118765592575073,0.688460111618042,0.6789705157,0.1670539826,-0.183210294843
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.9_-75.7,35.9,-75.7,-0.21,0.08,0.08,1.987,2,5,0.001,0.0025,0.00175,0.08,01,ProxyData,"Sand Point,
 North Carolina",NA,NA,NA,1.995,2.005,0.009999999999999787,FALSE,0.99,3.568731776240249e-115,0.9118765592575073,0.688460111618042,0.6789705157,0.1670539826,-0.20117338329590007
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.9_-75.7,35.9,-75.7,-0.23,0.08,0.08,1.979,6,3,0.003,0.0015,0.00225,0.08,01,ProxyData,"Sand Point,
 North Carolina",NA,NA,NA,1.995,2.005,0.009999999999999787,FALSE,0.99,3.568731776240249e-115,0.9118765592575073,0.688460111618042,0.6789705157,0.1670539826,-0.21574161917030008
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.9_-75.7,35.9,-75.7,-0.25,0.08,0.08,1.967,6,6,0.003,0.003,0.003,0.08,01,ProxyData,"Sand Point,
 North Carolina",NA,NA,NA,1.995,2.005,0.009999999999999787,FALSE,0.99,3.568731776240249e-115,0.9118765592575073,0.688460111618042,0.6789705157,0.1670539826,-0.22759397298190007
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.9_-75.7,35.9,-75.7,-0.26,0.08,0.08,1.96,8,2,0.004,0.001,0.0025,0.08,01,ProxyData,"Sand Point,
 North Carolina",NA,NA,NA,1.995,2.005,0.009999999999999787,FALSE,0.99,3.568731776240249e-115,0.9118765592575073,0.688460111618042,0.6789705157,0.1670539826,-0.232841179372
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.9_-75.7,35.9,-75.7,-0.28,0.08,0.08,1.947,8,16,0.004,0.008,0.006,0.08,01,ProxyData,"Sand Point,
 North Carolina",NA,NA,NA,1.995,2.005,0.009999999999999787,FALSE,0.99,3.568731776240249e-115,0.9118765592575073,0.688460111618042,0.6789705157,0.1670539826,-0.24401456266790006
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.9_-75.7,35.9,-75.7,-0.3,0.08,0.08,1.934,14,27,0.007,0.0135,0.01025,0.08,01,ProxyData,"Sand Point,
 North Carolina",NA,NA,NA,1.995,2.005,0.009999999999999787,FALSE,0.99,3.568731776240249e-115,0.9118765592575073,0.688460111618042,0.6789705157,0.1670539826,-0.25518794596379996
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.9_-75.7,35.9,-75.7,-0.31,0.08,0.08,1.929,17,30,0.0085,0.015,0.01175,0.08,01,ProxyData,"Sand Point,
 North Carolina",NA,NA,NA,1.995,2.005,0.009999999999999787,FALSE,0.99,3.568731776240249e-115,0.9118765592575073,0.688460111618042,0.6789705157,0.1670539826,-0.26179309338530005
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.9_-75.7,35.9,-75.7,-0.32,0.08,0.08,1.924,20,33,0.01,0.0165,0.01325,0.08,01,ProxyData,"Sand Point,
 North Carolina",NA,NA,NA,1.995,2.005,0.009999999999999787,FALSE,0.99,3.568731776240249e-115,0.9118765592575073,0.688460111618042,0.6789705157,0.1670539826,-0.26839824080679997
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.9_-75.7,35.9,-75.7,-0.33,0.08,0.08,1.918,23,32,0.0115,0.016,0.01375,0.08,01,ProxyData,"Sand Point,
 North Carolina",NA,NA,NA,1.995,2.005,0.009999999999999787,FALSE,0.99,3.568731776240249e-115,0.9118765592575073,0.688460111618042,0.6789705157,0.1670539826,-0.27432441771259997
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.9_-75.7,35.9,-75.7,-0.34,0.08,0.08,1.914,24,32,0.012,0.016,0.014,0.08,01,ProxyData,"Sand Point,
 North Carolina",NA,NA,NA,1.995,2.005,0.009999999999999787,FALSE,0.99,3.568731776240249e-115,0.9118765592575073,0.688460111618042,0.6789705157,0.1670539826,-0.2816085356498
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.9_-75.7,35.9,-75.7,-0.35,0.08,0.08,1.909,26,35,0.013,0.0175,0.01525,0.08,01,ProxyData,"Sand Point,
 North Carolina",NA,NA,NA,1.995,2.005,0.009999999999999787,FALSE,0.99,3.568731776240249e-115,0.9118765592575073,0.688460111618042,0.6789705157,0.1670539826,-0.2882136830713
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.9_-75.7,35.9,-75.7,-0.36,0.08,0.08,1.903,28,37,0.014,0.0185,0.01625,0.08,01,ProxyData,"Sand Point,
 North Carolina",NA,NA,NA,1.995,2.005,0.009999999999999787,FALSE,0.99,3.568731776240249e-115,0.9118765592575073,0.688460111618042,0.6789705157,0.1670539826,-0.2941398599771
North Atlantic,North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",foraminifera,35.9_-75.7,35.9,-75.7,-0.37,0.08,0.08,1.898,32,38,0.016,0.019,0.0175,0.08,01,ProxyData,"Sand Point,
 North Carolina",NA,NA,NA,1.995,2.005,0.009999999999999787,FALSE,0.99,3.568731776240249e-115,0.9118765592575073,0.688460111618042,0.6789705157,0.1670539826,-0.30074500739859994
