Basin,Region,Site,Reference,Indicator,Latitude (°N),Longitude (°E),RSL (m),RSL +1s,RSL -1s,Age (CE),Age +2s,Age -2s
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.086,-74.812,-1.10,0.13,0.13,1538,32,43
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.086,-74.812,-1.14,0.10,0.10,1525,36,44
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.086,-74.812,-1.10,0.13,0.13,1506,44,39
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.086,-74.812,-1.38,0.15,0.15,1320,50,45
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.086,-74.812,-1.48,0.09,0.09,1312,52,40
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.086,-74.812,-1.49,0.12,0.12,1285,48,31
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.086,-74.812,-1.43,0.12,0.12,1265,11,31
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.086,-74.812,-1.37,0.19,0.19,1248,17,36
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.086,-74.812,-1.49,0.10,0.10,1227,30,30
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.086,-74.812,-1.32,0.17,0.17,1205,33,25
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.086,-74.812,-1.33,0.24,0.24,1187,20,33
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.086,-74.812,-1.32,0.15,0.15,1167,23,49
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.086,-74.812,-1.53,0.16,0.16,1142,39,54
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.086,-74.812,-1.56,0.17,0.17,1118,50,48
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.086,-74.812,-1.44,0.27,0.27,1101,54,39
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.086,-74.812,-1.59,0.10,0.10,1051,51,23
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.086,-74.812,-1.56,0.15,0.15,1033,41,34
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.086,-74.812,-1.70,0.10,0.10,1021,38,32
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.086,-74.812,-1.70,0.10,0.10,1003,36,25
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.086,-74.812,-1.65,0.24,0.24,991,32,25
North Atlantic,New Jersey,Cape May Courthouse,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.086,-74.812,-1.65,0.19,0.19,977,16,32
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-1.16,0.13,0.13,1449,34,6
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-1.18,0.11,0.11,1431,29,50
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-1.32,0.17,0.17,1309,50,96
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-1.42,0.14,0.14,1268,68,109
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-1.53,0.12,0.12,1166,113,99
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-1.67,0.15,0.15,1009,65,26
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-1.63,0.15,0.15,997,48,21
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-1.71,0.15,0.15,971,33,42
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-1.76,0.13,0.13,954,22,51
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-1.81,0.12,0.12,914,39,52
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-1.79,0.17,0.17,890,28,65
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-1.75,0.13,0.13,873,17,65
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-1.89,0.15,0.15,844,38,57
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-1.86,0.12,0.12,818,49,48
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-1.89,0.17,0.17,802,51,47
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-1.94,0.13,0.13,785,46,42
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-2.05,0.13,0.13,774,29,43
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-2.00,0.13,0.13,761,13,40
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-2.02,0.18,0.18,734,28,31
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-2.00,0.16,0.16,721,28,30
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-2.04,0.13,0.13,710,26,30
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-2.07,0.12,0.12,700,23,26
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-2.10,0.11,0.11,676,29,9
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-2.12,0.11,0.11,664,19,15
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-2.14,0.10,0.10,631,26,38
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-2.19,0.11,0.11,589,43,12
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-2.22,0.12,0.12,577,28,12
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-2.22,0.13,0.13,573,19,19
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-2.23,0.12,0.12,569,18,27
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-2.33,0.12,0.12,563,15,39
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-2.38,0.14,0.14,556,15,51
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-2.36,0.11,0.11,554,15,56
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-2.44,0.12,0.12,549,12,66
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-2.49,0.13,0.13,547,8,73
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-2.45,0.10,0.10,531,13,65
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-2.47,0.13,0.13,509,29,52
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-2.50,0.09,0.09,488,42,38
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-2.52,0.10,0.10,467,50,22
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-2.57,0.11,0.11,459,51,17
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-2.58,0.16,0.16,451,49,12
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-2.66,0.12,0.12,443,42,15
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-2.44,0.12,0.12,425,29,31
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-2.53,0.12,0.12,412,27,33
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-2.48,0.11,0.11,407,29,35
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-2.61,0.17,0.17,394,30,42
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-2.73,0.14,0.14,337,36,40
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-2.81,0.16,0.16,305,47,36
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-3.07,0.15,0.15,134,60,31
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-3.42,0.07,0.07,59,48,113
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-3.46,0.08,0.08,4,79,125
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-3.49,0.06,0.06,-28,99,124
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-3.62,0.15,0.15,-49,109,116
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-3.61,0.09,0.09,-102,124,94
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-3.70,0.15,0.15,-156,123,58
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-3.65,0.06,0.06,-224,55,6
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-3.81,0.15,0.15,-253,45,18
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-3.75,0.04,0.04,-274,44,24
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-3.81,0.05,0.05,-293,39,36
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-3.90,0.07,0.07,-303,39,34
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-3.85,0.05,0.05,-310,40,32
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-3.95,0.08,0.08,-321,41,27
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-3.93,0.09,0.09,-328,43,25
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-3.98,0.07,0.07,-339,44,23
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-3.95,0.08,0.08,-347,41,23
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-4.03,0.07,0.07,-393,29,45
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-4.05,0.07,0.07,-425,12,73
North Atlantic,New Jersey,Leeds Point,"Kemp et al. (2013), Cahill et al. (2016)","foraminifera, δ13C",39.496,-74.418,-4.19,0.17,0.17,-441,19,89
North Atlantic,Norway,Svinoyosen,Barnett et al. (2015),foraminifera (non TF),68.321,15.583,0.09,0.13,0.13,1964,6,6
North Atlantic,Norway,Svinoyosen,Barnett et al. (2015),foraminifera (non TF),68.321,15.583,0.08,0.13,0.13,1955,8,8
North Atlantic,Norway,Svinoyosen,Barnett et al. (2015),foraminifera (non TF),68.321,15.583,0.07,0.13,0.13,1937,15,15
North Atlantic,Norway,Svinoyosen,Barnett et al. (2015),foraminifera (non TF),68.321,15.583,0.06,0.13,0.13,1908,35,35
North Atlantic,Norway,Svinoyosen,Barnett et al. (2015),foraminifera (non TF),68.321,15.583,0.00,0.13,0.13,1800,50,50
North Atlantic,Norway,Svinoyosen,Barnett et al. (2015),Sediment,68.321,15.583,0.69,0.24,0.24,1375,125,125
North Atlantic,Norway,Svinoyosen,Barnett et al. (2015),Sediment,68.321,15.583,0.66,0.24,0.24,1200,100,100
North Atlantic,Norway,Svinoyosen,Barnett et al. (2015),Sediment,68.321,15.583,0.64,0.24,0.24,875,125,125
North Atlantic,Norway,Svinoyosen,Barnett et al. (2015),Sediment,68.321,15.583,1.50,0.65,0.65,200,200,200
North Atlantic,Norway,Svinoyosen,Barnett et al. (2015),Sediment,68.321,15.583,1.40,0.65,0.65,-202,152,152
North Atlantic,Norway,Svinoyosen,Barnett et al. (2015),Sediment,68.321,15.583,1.38,0.65,0.65,-304,97,97
North Atlantic,Norway,Svinoyosen,Barnett et al. (2015),foraminifera (non TF),68.321,15.583,1.30,0.65,0.65,-830,63,63
North Atlantic,Norway,Svinoyosen,Barnett et al. (2015),foraminifera (non TF),68.321,15.583,1.28,0.65,0.65,-578,174,174
North Atlantic,Norway,Svinoyosen,Barnett et al. (2015),foraminifera (non TF),68.321,15.583,1.23,0.65,0.65,-552,140,140
North Atlantic,Norway,Storosen,Barnett et al. (2015),Testates,68.347,15.694,-0.08,0.08,0.08,2011,1,1
North Atlantic,Norway,Storosen,Barnett et al. (2015),Testates,68.347,15.694,0.01,0.08,0.08,2008,1,1
North Atlantic,Norway,Storosen,Barnett et al. (2015),Testates,68.347,15.694,0.02,0.08,0.08,2001,1,1
North Atlantic,Norway,Storosen,Barnett et al. (2015),Testates,68.347,15.694,0.13,0.08,0.08,1994,1,1
North Atlantic,Norway,Storosen,Barnett et al. (2015),Testates,68.347,15.694,0.00,0.08,0.08,1985,3,3
North Atlantic,Norway,Storosen,Barnett et al. (2015),Testates,68.347,15.694,0.21,0.08,0.08,1977,4,4
North Atlantic,Norway,Storosen,Barnett et al. (2015),Testates,68.347,15.694,0.03,0.08,0.08,1967,5,5
North Atlantic,Norway,Storosen,Barnett et al. (2015),Testates,68.347,15.694,0.18,0.08,0.08,1938,13,13
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.02,0.07,0.07,1992,16,16
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.08,0.07,0.07,1965,19,19
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.10,0.07,0.07,1947,28,28
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.12,0.07,0.07,1947,28,28
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.18,0.07,0.07,1940,29,29
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.18,0.07,0.07,1933,30,30
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.19,0.07,0.07,1926,35,35
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.21,0.07,0.07,1920,45,45
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.20,0.07,0.07,1913,51,51
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.22,0.07,0.07,1904,47,47
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.25,0.07,0.07,1894,43,43
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Foraminifera,47.487,-61.712,-0.28,0.07,0.07,1871,41,41
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.21,0.10,0.10,1933,30,30
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.23,0.10,0.10,1904,47,47
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.28,0.10,0.10,1886,41,41
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.33,0.10,0.10,1871,41,41
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.39,0.10,0.10,1857,40,40
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.38,0.10,0.10,1842,37,37
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.37,0.10,0.10,1828,36,36
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.39,0.11,0.11,1813,33,33
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.41,0.11,0.11,1794,41,41
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.46,0.11,0.11,1775,40,40
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.50,0.10,0.10,1758,39,39
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.50,0.11,0.11,1741,33,33
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.50,0.12,0.12,1703,46,46
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.54,0.11,0.11,1684,42,42
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.60,0.11,0.11,1665,35,35
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.63,0.11,0.11,1623,47,47
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.65,0.10,0.10,1598,59,59
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.65,0.11,0.11,1573,71,71
North Atlantic,Magdelen Islands,Les Sillons,Barnett et al. (2017),Testates,47.487,-61.712,-0.70,0.11,0.11,1548,79,79
North Atlantic,Magdelen Islands,Bassin,Barnett et al. (2017),Foraminifera,47.230,-61.886,-0.06,0.07,0.07,2005,4,4
North Atlantic,Magdelen Islands,Bassin,Barnett et al. (2017),Foraminifera,47.230,-61.886,-0.10,0.07,0.07,1960,10,10
North Atlantic,Magdelen Islands,Bassin,Barnett et al. (2017),Foraminifera,47.230,-61.886,-0.11,0.07,0.07,1949,10,10
North Atlantic,Magdelen Islands,Bassin,Barnett et al. (2017),Foraminifera,47.230,-61.886,-0.15,0.07,0.07,1935,14,14
North Atlantic,Magdelen Islands,Bassin,Barnett et al. (2017),Foraminifera,47.230,-61.886,-0.15,0.07,0.07,1904,26,26
North Atlantic,Magdelen Islands,Bassin,Barnett et al. (2017),Foraminifera,47.230,-61.886,-0.22,0.07,0.07,1892,32,32
North Atlantic,Magdelen Islands,Bassin,Barnett et al. (2017),Foraminifera,47.230,-61.886,-0.23,0.07,0.07,1879,32,32
North Atlantic,Magdelen Islands,Bassin,Barnett et al. (2017),Foraminifera,47.230,-61.886,-0.23,0.07,0.07,1868,32,32
North Atlantic,Magdelen Islands,Bassin,Barnett et al. (2017),Testates,47.230,-61.886,0.00,0.10,0.10,2005,4,4
North Atlantic,Magdelen Islands,Bassin,Barnett et al. (2017),Testates,47.230,-61.886,-0.03,0.10,0.10,1995,6,6
North Atlantic,Magdelen Islands,Bassin,Barnett et al. (2017),Testates,47.230,-61.886,-0.07,0.10,0.10,1987,8,8
North Atlantic,Magdelen Islands,Bassin,Barnett et al. (2017),Testates,47.230,-61.886,-0.16,0.10,0.10,1978,8,8
North Atlantic,Magdelen Islands,Bassin,Barnett et al. (2017),Testates,47.230,-61.886,-0.20,0.10,0.10,1969,8,8
North Atlantic,Magdelen Islands,Bassin,Barnett et al. (2017),Testates,47.230,-61.886,-0.20,0.10,0.10,1960,10,10
North Atlantic,Magdelen Islands,Bassin,Barnett et al. (2017),Testates,47.230,-61.886,-0.23,0.10,0.10,1949,10,10
