Basin,Region,Site,Reference,Indicator,Latitude,Longitude,RSL,RSL_er_max,RSL_er_min,Age,Age_2_er_max,Age_2_er_min,SiteName,Age_er_max,Age_er_min,Age_er_average,RSL_er_average
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.1,0.16,0.16,1.922,5,5,"Saint Simeon,
 Quebec",0.0025,0.0025,0.0025,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,0.12,0.15,0.15,1.913,7,7,"Saint Simeon,
 Quebec",0.0035,0.0035,0.0035,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,0.2,0.16,0.16,1.904,7,7,"Saint Simeon,
 Quebec",0.0035,0.0035,0.0035,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,0.05,0.15,0.15,1.894,9,9,"Saint Simeon,
 Quebec",0.0045,0.0045,0.0045,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.1,0.15,0.15,1.882,10,10,"Saint Simeon,
 Quebec",0.005,0.005,0.005,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.11,0.15,0.15,1.869,14,14,"Saint Simeon,
 Quebec",0.007,0.007,0.007,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.16,0.15,0.15,1.856,22,22,"Saint Simeon,
 Quebec",0.011,0.011,0.011,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.09,0.15,0.15,1.842,30,30,"Saint Simeon,
 Quebec",0.015,0.015,0.015,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.17,0.15,0.15,1.829,35,35,"Saint Simeon,
 Quebec",0.0175,0.0175,0.0175,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.17,0.15,0.15,1.816,37,37,"Saint Simeon,
 Quebec",0.0185,0.0185,0.0185,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.25,0.16,0.16,1.802,36,36,"Saint Simeon,
 Quebec",0.018,0.018,0.018,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.32,0.16,0.16,1.788,35,35,"Saint Simeon,
 Quebec",0.0175,0.0175,0.0175,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.32,0.16,0.16,1.774,33,33,"Saint Simeon,
 Quebec",0.0165,0.0165,0.0165,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,0.08,0.16,0.16,1.76,29,29,"Saint Simeon,
 Quebec",0.0145,0.0145,0.0145,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.28,0.16,0.16,1.745,26,26,"Saint Simeon,
 Quebec",0.013,0.013,0.013,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.31,0.16,0.16,1.731,32,32,"Saint Simeon,
 Quebec",0.016,0.016,0.016,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.34,0.16,0.16,1.716,33,33,"Saint Simeon,
 Quebec",0.0165,0.0165,0.0165,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.24,0.15,0.15,1.7,29,29,"Saint Simeon,
 Quebec",0.0145,0.0145,0.0145,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.27,0.15,0.15,1.685,25,25,"Saint Simeon,
 Quebec",0.0125,0.0125,0.0125,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.02,0.15,0.15,1.67,20,20,"Saint Simeon,
 Quebec",0.01,0.01,0.01,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.34,0.15,0.15,1.657,18,18,"Saint Simeon,
 Quebec",0.009,0.009,0.009,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.65,0.15,0.15,1.286,54,54,"Saint Simeon,
 Quebec",0.027,0.027,0.027,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.63,0.16,0.16,1.274,58,58,"Saint Simeon,
 Quebec",0.029,0.029,0.029,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.67,0.16,0.16,1.262,61,61,"Saint Simeon,
 Quebec",0.0305,0.0305,0.0305,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.64,0.16,0.16,1.251,65,65,"Saint Simeon,
 Quebec",0.0325,0.0325,0.0325,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.68,0.15,0.15,1.239,67,67,"Saint Simeon,
 Quebec",0.0335,0.0335,0.0335,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.71,0.16,0.16,1.227,71,71,"Saint Simeon,
 Quebec",0.0355,0.0355,0.0355,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.72,0.16,0.16,1.215,73,73,"Saint Simeon,
 Quebec",0.0365,0.0365,0.0365,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.71,0.16,0.16,1.203,76,76,"Saint Simeon,
 Quebec",0.038,0.038,0.038,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.74,0.16,0.16,1.19,78,78,"Saint Simeon,
 Quebec",0.039,0.039,0.039,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.7,0.16,0.16,1.179,81,81,"Saint Simeon,
 Quebec",0.0405,0.0405,0.0405,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.75,0.16,0.16,1.166,82,82,"Saint Simeon,
 Quebec",0.041,0.041,0.041,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.75,0.16,0.16,1.151,79,79,"Saint Simeon,
 Quebec",0.0395,0.0395,0.0395,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.81,0.15,0.15,1.135,75,75,"Saint Simeon,
 Quebec",0.0375,0.0375,0.0375,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.86,0.15,0.15,1.118,70,70,"Saint Simeon,
 Quebec",0.035,0.035,0.035,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.83,0.15,0.15,1.1,64,64,"Saint Simeon,
 Quebec",0.032,0.032,0.032,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.85,0.15,0.15,1.082,58,58,"Saint Simeon,
 Quebec",0.029,0.029,0.029,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.9,0.15,0.15,1.066,54,54,"Saint Simeon,
 Quebec",0.027,0.027,0.027,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.87,0.15,0.15,1.049,48,48,"Saint Simeon,
 Quebec",0.024,0.024,0.024,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.9,0.15,0.15,1.032,42,42,"Saint Simeon,
 Quebec",0.021,0.021,0.021,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.88,0.16,0.16,1.017,38,38,"Saint Simeon,
 Quebec",0.019,0.019,0.019,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.89,0.16,0.16,1.003,35,35,"Saint Simeon,
 Quebec",0.0175,0.0175,0.0175,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.93,0.16,0.16,0.989,35,35,"Saint Simeon,
 Quebec",0.0175,0.0175,0.0175,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.91,0.16,0.16,0.978,38,38,"Saint Simeon,
 Quebec",0.019,0.019,0.019,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.85,0.16,0.16,0.967,42,42,"Saint Simeon,
 Quebec",0.021,0.021,0.021,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.93,0.16,0.16,0.956,43,43,"Saint Simeon,
 Quebec",0.0215,0.0215,0.0215,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.97,0.16,0.16,0.945,45,45,"Saint Simeon,
 Quebec",0.0225,0.0225,0.0225,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.92,0.16,0.16,0.933,45,45,"Saint Simeon,
 Quebec",0.0225,0.0225,0.0225,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.97,0.16,0.16,0.921,46,46,"Saint Simeon,
 Quebec",0.023,0.023,0.023,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1,0.16,0.16,0.908,45,45,"Saint Simeon,
 Quebec",0.0225,0.0225,0.0225,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1,0.16,0.16,0.896,44,44,"Saint Simeon,
 Quebec",0.022,0.022,0.022,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.04,0.16,0.16,0.884,44,44,"Saint Simeon,
 Quebec",0.022,0.022,0.022,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.01,0.16,0.16,0.874,45,45,"Saint Simeon,
 Quebec",0.0225,0.0225,0.0225,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.05,0.16,0.16,0.865,46,46,"Saint Simeon,
 Quebec",0.023,0.023,0.023,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.98,0.16,0.16,0.856,48,48,"Saint Simeon,
 Quebec",0.024,0.024,0.024,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.02,0.16,0.16,0.847,50,50,"Saint Simeon,
 Quebec",0.025,0.025,0.025,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1,0.16,0.16,0.838,52,52,"Saint Simeon,
 Quebec",0.026,0.026,0.026,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.1,0.16,0.16,0.828,52,52,"Saint Simeon,
 Quebec",0.026,0.026,0.026,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.02,0.16,0.16,0.819,54,54,"Saint Simeon,
 Quebec",0.027,0.027,0.027,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.04,0.16,0.16,0.809,54,54,"Saint Simeon,
 Quebec",0.027,0.027,0.027,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.02,0.16,0.16,0.799,54,54,"Saint Simeon,
 Quebec",0.027,0.027,0.027,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.02,0.16,0.16,0.79,55,55,"Saint Simeon,
 Quebec",0.0275,0.0275,0.0275,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.02,0.16,0.16,0.78,54,54,"Saint Simeon,
 Quebec",0.027,0.027,0.027,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.04,0.16,0.16,0.77,54,54,"Saint Simeon,
 Quebec",0.027,0.027,0.027,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.05,0.16,0.16,0.76,53,53,"Saint Simeon,
 Quebec",0.0265,0.0265,0.0265,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.04,0.16,0.16,0.75,52,52,"Saint Simeon,
 Quebec",0.026,0.026,0.026,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.07,0.16,0.16,0.74,52,52,"Saint Simeon,
 Quebec",0.026,0.026,0.026,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.07,0.16,0.16,0.73,52,52,"Saint Simeon,
 Quebec",0.026,0.026,0.026,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.08,0.16,0.16,0.72,52,52,"Saint Simeon,
 Quebec",0.026,0.026,0.026,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.16,0.16,0.16,0.7,53,53,"Saint Simeon,
 Quebec",0.0265,0.0265,0.0265,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.19,0.16,0.16,0.69,52,52,"Saint Simeon,
 Quebec",0.026,0.026,0.026,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.21,0.16,0.16,0.677,54,54,"Saint Simeon,
 Quebec",0.027,0.027,0.027,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.27,0.16,0.16,0.661,58,58,"Saint Simeon,
 Quebec",0.029,0.029,0.029,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.25,0.16,0.16,0.644,62,62,"Saint Simeon,
 Quebec",0.031,0.031,0.031,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.29,0.16,0.16,0.627,65,65,"Saint Simeon,
 Quebec",0.0325,0.0325,0.0325,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.3,0.16,0.16,0.61,68,68,"Saint Simeon,
 Quebec",0.034,0.034,0.034,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.27,0.16,0.16,0.594,71,71,"Saint Simeon,
 Quebec",0.0355,0.0355,0.0355,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.3,0.16,0.16,0.577,70,70,"Saint Simeon,
 Quebec",0.035,0.035,0.035,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.33,0.16,0.16,0.56,70,70,"Saint Simeon,
 Quebec",0.035,0.035,0.035,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.33,0.16,0.16,0.544,71,71,"Saint Simeon,
 Quebec",0.0355,0.0355,0.0355,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.34,0.15,0.15,0.529,72,72,"Saint Simeon,
 Quebec",0.036,0.036,0.036,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.34,0.15,0.15,0.514,74,74,"Saint Simeon,
 Quebec",0.037,0.037,0.037,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.5,0.16,0.16,0.5,76,76,"Saint Simeon,
 Quebec",0.038,0.038,0.038,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.55,0.16,0.16,0.486,78,78,"Saint Simeon,
 Quebec",0.039,0.039,0.039,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-1.46,0.16,0.16,0.473,81,81,"Saint Simeon,
 Quebec",0.0405,0.0405,0.0405,0.16
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.06,0.06,0.06,2.004,1,1,"Chezzetcook Inlet,
 Nova Scotia",5e-4,5e-4,5e-4,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.08,0.06,0.06,1.993,4,3,"Chezzetcook Inlet,
 Nova Scotia",0.002,0.0015,0.00175,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.08,0.06,0.06,1.991,3,2,"Chezzetcook Inlet,
 Nova Scotia",0.0015,0.001,0.00125,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.1,0.06,0.06,1.988,3,3,"Chezzetcook Inlet,
 Nova Scotia",0.0015,0.0015,0.0015,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.11,0.06,0.06,1.984,3,3,"Chezzetcook Inlet,
 Nova Scotia",0.0015,0.0015,0.0015,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.12,0.06,0.06,1.981,3,3,"Chezzetcook Inlet,
 Nova Scotia",0.0015,0.0015,0.0015,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.13,0.06,0.06,1.978,3,3,"Chezzetcook Inlet,
 Nova Scotia",0.0015,0.0015,0.0015,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.14,0.06,0.06,1.975,3,3,"Chezzetcook Inlet,
 Nova Scotia",0.0015,0.0015,0.0015,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.14,0.06,0.06,1.973,3,3,"Chezzetcook Inlet,
 Nova Scotia",0.0015,0.0015,0.0015,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.16,0.06,0.06,1.971,3,3,"Chezzetcook Inlet,
 Nova Scotia",0.0015,0.0015,0.0015,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.17,0.06,0.06,1.968,3,3,"Chezzetcook Inlet,
 Nova Scotia",0.0015,0.0015,0.0015,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.19,0.06,0.06,1.966,3,3,"Chezzetcook Inlet,
 Nova Scotia",0.0015,0.0015,0.0015,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.18,0.06,0.06,1.964,3,3,"Chezzetcook Inlet,
 Nova Scotia",0.0015,0.0015,0.0015,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.17,0.06,0.06,1.962,3,3,"Chezzetcook Inlet,
 Nova Scotia",0.0015,0.0015,0.0015,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.21,0.06,0.06,1.961,6,3,"Chezzetcook Inlet,
 Nova Scotia",0.003,0.0015,0.00225,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.21,0.06,0.06,1.959,5,3,"Chezzetcook Inlet,
 Nova Scotia",0.0025,0.0015,0.002,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.22,0.06,0.06,1.958,5,3,"Chezzetcook Inlet,
 Nova Scotia",0.0025,0.0015,0.002,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.23,0.06,0.06,1.957,5,3,"Chezzetcook Inlet,
 Nova Scotia",0.0025,0.0015,0.002,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.22,0.06,0.06,1.956,5,2,"Chezzetcook Inlet,
 Nova Scotia",0.0025,0.001,0.00175,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.19,0.06,0.06,1.955,6,2,"Chezzetcook Inlet,
 Nova Scotia",0.003,0.001,0.002,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.24,0.06,0.06,1.951,7,3,"Chezzetcook Inlet,
 Nova Scotia",0.0035,0.0015,0.0025,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.27,0.06,0.06,1.944,7,7,"Chezzetcook Inlet,
 Nova Scotia",0.0035,0.0035,0.0035,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.28,0.06,0.06,1.939,6,7,"Chezzetcook Inlet,
 Nova Scotia",0.003,0.0035,0.00325,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.28,0.06,0.06,1.935,6,7,"Chezzetcook Inlet,
 Nova Scotia",0.003,0.0035,0.00325,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.29,0.06,0.06,1.931,7,7,"Chezzetcook Inlet,
 Nova Scotia",0.0035,0.0035,0.0035,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.3,0.06,0.06,1.927,7,7,"Chezzetcook Inlet,
 Nova Scotia",0.0035,0.0035,0.0035,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.32,0.06,0.06,1.922,8,7,"Chezzetcook Inlet,
 Nova Scotia",0.004,0.0035,0.00375,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.32,0.06,0.06,1.918,8,8,"Chezzetcook Inlet,
 Nova Scotia",0.004,0.004,0.004,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.33,0.06,0.06,1.914,8,8,"Chezzetcook Inlet,
 Nova Scotia",0.004,0.004,0.004,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.33,0.06,0.06,1.91,9,8,"Chezzetcook Inlet,
 Nova Scotia",0.0045,0.004,0.00425,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.37,0.06,0.06,1.905,11,9,"Chezzetcook Inlet,
 Nova Scotia",0.0055,0.0045,0.005,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.38,0.06,0.06,1.9,12,11,"Chezzetcook Inlet,
 Nova Scotia",0.006,0.0055,0.00575,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.38,0.06,0.06,1.89,14,13,"Chezzetcook Inlet,
 Nova Scotia",0.007,0.0065,0.00675,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.42,0.06,0.06,1.88,17,15,"Chezzetcook Inlet,
 Nova Scotia",0.0085,0.0075,0.008,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.44,0.06,0.06,1.871,19,17,"Chezzetcook Inlet,
 Nova Scotia",0.0095,0.0085,0.009,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.44,0.06,0.06,1.861,21,18,"Chezzetcook Inlet,
 Nova Scotia",0.0105,0.009,0.00975,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.44,0.06,0.06,1.85,23,19,"Chezzetcook Inlet,
 Nova Scotia",0.0115,0.0095,0.0105,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.44,0.06,0.06,1.84,27,19,"Chezzetcook Inlet,
 Nova Scotia",0.0135,0.0095,0.0115,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.47,0.06,0.06,1.83,26,20,"Chezzetcook Inlet,
 Nova Scotia",0.013,0.01,0.0115,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.47,0.06,0.06,1.819,24,21,"Chezzetcook Inlet,
 Nova Scotia",0.012,0.0105,0.01125,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.52,0.06,0.06,1.807,25,23,"Chezzetcook Inlet,
 Nova Scotia",0.0125,0.0115,0.012,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.54,0.06,0.06,1.795,25,24,"Chezzetcook Inlet,
 Nova Scotia",0.0125,0.012,0.01225,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.55,0.06,0.06,1.783,25,25,"Chezzetcook Inlet,
 Nova Scotia",0.0125,0.0125,0.0125,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.55,0.06,0.06,1.771,25,25,"Chezzetcook Inlet,
 Nova Scotia",0.0125,0.0125,0.0125,0.06
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.26,-0.63,0.06,0.06,1.758,26,27,"Chezzetcook Inlet,
 Nova Scotia",0.013,0.0135,0.01325,0.06
